Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;203648;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37183;GARFO DE SOBREMESA, Descrição: em aço inox, comprimento mínimo de 15cm.;un;60,0000;2,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203649;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37184;GARFO DE MESA, Descrição: em aço inox, comprimento mínimo de 19cm.;un;50,0000;3,0000;175,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203650;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37185;FACA DE MESA, Descrição: em aço inox, serrilhada, com ponta arredondada, comprimento mínimo de 20cm.;un;50,0000;3,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203651;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37186;CONCHA, Descrição: em aço inox, tipo sopa/feijão, com no mínimo 30 cm de comprimento.;un;10,0000;10,0000;100,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203652;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37187;CHALEIRA, Descrição: em aço inox, alça em baquelite, com tampa, capacidade mínima de 2 litros.;un;15,0000;25,0000;375,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203653;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37188;FERVEDOR, Descrição: em aço inox, com bico, para água e leite, com alça em baquelite, capacidade mínima de 2 litros.;un;10,0000;15,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203654;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37189;JARRA, Descrição: em aço inox, para água e suco, com tampa abre e fecha, bico e alça, capacidade mínima de 2 litros.;un;12,0000;42,0000;512,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203655;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37190;CHALEIRA ELÉTRICA, Descrição: em aço inox, potência de no mínimo 1200w, voltagem 220V ou bivolt, com desligamento automático, tampa com trava de segurança e luz indicadora de funcionamento, capacidade mínima de 1,8 litros de água.;un;15,0000;49,0000;748,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203656;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37191;GARRAFA TÉRMICA, Descrição: corpo em aço inox, formato cilíndrico, ampola de aço, inquebrável, sistema de servir de pressão, com alça para transporte, capacidade de no mínimo 1,8 litros.;un;20,0000;66,0000;1334,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203657;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37192;COADOR DE CAFÉ DE PANO, Descrição: em malha ou flanela, 100% algodão, profundidade mínima de 16cm, aro em aço galvanizado ou inox, cabo revestido de PVC ou de alumínio, diâmetro mínimo de 12cm.;un;10,0000;1,0000;12,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203658;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37193;COADOR DE CAFÉ DE PANO, Descrição: em malha ou flanela, 100% algodão, para máquina de café, profundidade mínima de 25cm, com aro em aço galvanizado ou inox, com cabo revestido de PVC ou de alumínio, diâmetro mínimo de 20 cm.;un;10,0000;2,0000;25,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203659;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37196;CALDEIRÃO, Descrição: em alumínio reforçado, com, no mínimo, 3mm de espessura, com tampa e alça, capacidade mínima de 15 litros.;un;10,0000;150,0000;1500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203667;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37199;JOGO AMERICANO, Descrição: em policloreto de vinila PVC, jogo com 06 peças, formato retangular, cor a escolher, medida mínima de 45x30cm.;jg;50,0000;2,0000;125,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203668;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37200;TOALHA PARA BANDEJA, Descrição: em policloreto de vinila PVC ou emborrachado, formato redondo, cor branca, medindo no mínimo 40cm de diâmetro.;un;20,0000;6,0000;120,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203669;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37208;PRATO DESCARTÁVEL, Descrição: plástico, raso, cor à escolher, medindo no mínimo de 20 cm de diâmetro, Unidade de fornecimento: pacote com 10 unidades.;pct;50,0000;3,0000;150,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203670;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37209;BACIA PLÁSTICA, Descrição: em polipropileno, com alça anatômica e reforçada, cor a escolher, capacidade mínima de 20 litros.;un;15,0000;25,0000;375,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203671;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37210;TÁBUA PARA CORTE, Descrição: em polietileno de alta densidade, lisa, antiderrapante, livre de BPA, cor à escolher, medida mínima de 50x30cm, espessura mínima de 10mm.;un;15,0000;12,0000;193,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203672;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37211;COPO DE VIDRO, Descrição: para água e suco, formato cilíndrico, capacidade mínima de 300ml.;un;120,0000;5,0000;708,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203673;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37212;PRATO DE SOBREMESA, Descrição: em porcelana branca, formato redondo convencional, borda grossa e aba reforçada para maior resistência, medindo no mínimo 19cm de diâmetro.;un;50,0000;10,0000;532,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203674;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37214;PRATO RASO, Descrição: em porcelana branca, formato redondo convencional, borda grossa e aba reforçada para maior resistência, medindo, no mínimo, 25,5cm de diâmetro.;un;50,0000;4,0000;249,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203675;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37215;XÍCARA, Descrição: para café, em porcelana branca, empilhável, com pires, capacidade mínima de 50ml.;un;120,0000;5,0000;682,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203676;Material;21;Material de Copa e Cozinha;Outros;Material;30.21.00.001;Material e utensílio para copa e cozinha;;;3.3.90.30.21.00.001.37216;XÍCARA, Descrição: para chá, em porcelana branca, empilhável, com pires, capacidade mínima de 200ml.;un;120,0000;9,0000;1106,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203679;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.001;Embalagem em geral;;;3.3.90.30.19.00.001.37217;FILME PLÁSTICO, Descrição: filme de PVC transparente, rolo de no mínimo 28cm x 30m.;rl;5,0000;4,0000;24,9500;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203680;Material;07;Gêneros de Alimentação;Outros;Material;30.07.00.001;Águas minerais, Gelo, refrigerantes, sucos e café;;;3.3.90.30.07.00.001.37615;CAFÉ, Descrição: em pó, superior, predominantemente arábica, torrado e moído, torra média, Unidade de Fornecimento: pacote de 500g.;pct;1200,0000;21,0000;25212,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203681;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.37727;TROFÉU, Descrição: em acrílico cristal, corpo em formato personalizado, medindo 30 cm de altura e mínimo 10mm de espessura, base retangular, medidas mínimas 20x10x2cm (L X P X A), cor à escolher, arte impressa diretamente no acrílico com impressão digital UV e cortes retos computadorizados.;un;30,0000;20,0000;600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203682;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38936;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície ouro, dupla face, espessura de 3 a 4mm, diâmetro de 9 a 10cm, acabamento em resina epóxi, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;2,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;227048;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.17124;PONTEIRO, Descrição: em aço SAE 1045, redondo, medindo 10 polegadas.;un;30,0000;6,0000;200,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203683;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38937;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície prata, dupla face, espessura de 3 a 4mm, diâmetro de 9 a 10cm, acabamento em resina epóxi, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;2,0000;336,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203684;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38938;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície bronze, dupla face, espessura de 3 a 4mm, diâmetro de 9 a 10cm, acabamento em resina epóxi, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;2,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203685;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38940;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície ouro, dupla face, espessura de 3 a 4mm, diâmetro de 6 a 7cm, acabamento em resina epóxi, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;2,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203686;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38942;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície prata, dupla face, espessura de 3 a 4mm, diâmetro de 6 a 7cm, acabamento em resina epóxi, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;2,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203687;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38943;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície bronze, dupla face, espessura de 3 a 4mm, diâmetro de 6 a 7cm, acabamento em resina epóxi, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;2,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203689;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38944;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície ouro, dupla face, espessura de 3 a 4mm, diâmetro de 5 a 6cm cunhada e sem resina, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;3,0000;420,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203690;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38945;MEDALHA, Descrição: fundida em zamack, acabamento de superfície prata, dupla face, espessura de 3 a 4mm, diâmetro de 5 a 6cm cunhada e sem resina, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;3,0000;420,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;203691;Material;04;Premiações desportivas;Outros;Material;31.04.00.001;Aquisição de prêmio, condecorações, medalhas e troféus;;;3.3.90.31.04.00.001.38946;MEDALHA, Descrição: fundida em zamack, com acabamento de superfície bronze, dupla face, espessura de 3 a 4mm, diâmetro de 5 a 6 cm cunhada e sem resina, com gravação personalizada para o evento, fita em poliéster com 2,2cm de largura e 80cm de comprimento, cor única a escolher.;un;120,0000;8,0000;1044,0000;0,0000;02/09/2026
